number,stpost,state,fip,year,id,V Mean,V.sd,V.lo,V.up,V Median,S,eg,eg.sd,eg.lo,eg.up,abs_eg,avg_eg,lag_eg,mcg_eg,bias,mmd,unc,majwin,dwin,plan,plancode,planelections,n,wrongwin,popdeviation,firstelection,commission,court,unified,divided,unified_dem,unified_rep,non-unified,pop_black,pop_hisp,seats_black,seats_hisp,urbanization,control
97,CT,Connecticut,9,2008,CT2008,0.621,0.4,61.3,62.8,0.620,0.735,-0.006,0.008,-0.021,0.009,0.006,-0.001,-0.022,0.016,-0.010,0.000,62,151,111,4,CT4,5,151,,,0,1,0,0,0,0,0,1,0.093,0.126,0.073,0.053,0.879,0
98,CT,Connecticut,9,2010,CT2010,0.563,0.3,55.7,56.8,0.563,0.656,0.030,0.006,0.019,0.041,0.030,-0.001,-0.006,0.060,0.003,0.001,40,151,99,4,CT4,5,151,,,0,1,0,0,0,0,0,1,0.094,0.134,0.060,0.053,0.880,0
99,CT,Connecticut,9,2012,CT2012,0.595,0.2,59.1,59.9,0.598,0.656,-0.034,0.004,-0.042,-0.025,0.034,-0.011,0.030,-0.005,0.003,0.003,34,151,99,5,CT5,2,151,,0.060,1,1,0,0,0,0,0,1,0.095,0.142,0.066,0.073,0.881,0
100,CT,Connecticut,9,2014,CT2014,0.542,0.3,53.6,54.8,0.537,0.596,0.012,0.006,0.000,0.023,0.012,-0.011,-0.034,,-0.023,-0.005,44,151,90,5,CT5,2,151,,,0,1,0,0,0,0,0,1,0.097,0.150,0.073,0.073,0.881,0
101,DE,Delaware,10,1972,DE1972,0.517,0.1,51.4,51.9,0.511,0.488,-0.046,0.002,-0.050,-0.041,0.046,-0.028,,-0.019,-0.012,-0.006,1,41,20,1,DE1,5,41,Y,,1,0,0,1,0,0,1,0,0.146,0.012,0.049,0.000,0.719,-1
102,DE,Delaware,10,1974,DE1974,0.559,0.5,55.0,56.8,0.563,0.610,-0.008,0.009,-0.026,0.010,0.008,-0.028,-0.046,0.014,0.012,0.004,8,41,25,1,DE1,5,41,,,0,0,0,1,0,0,1,0,0.150,0.013,0.049,0.000,0.716,-1
103,DE,Delaware,10,1976,DE1976,0.558,0.4,55.0,56.7,0.595,0.634,0.018,0.009,0.000,0.035,0.018,-0.028,-0.008,0.040,0.110,0.037,6,41,26,1,DE1,5,41,,,0,0,0,1,0,0,1,0,0.153,0.014,0.049,0.000,0.712,-1
104,DE,Delaware,10,1978,DE1978,0.520,0.5,51.0,53.1,0.540,0.512,-0.028,0.011,-0.050,-0.008,0.028,-0.028,0.018,-0.008,0.012,0.020,9,41,21,1,DE1,5,41,,,0,0,0,1,0,0,1,0,0.157,0.015,0.049,0.000,0.709,-1
105,DE,Delaware,10,1980,DE1980,0.483,0.6,47.1,49.7,0.482,0.390,-0.076,0.013,-0.103,-0.052,0.076,-0.028,-0.028,-0.049,-0.012,-0.001,10,41,16,1,DE1,5,41,,,0,0,0,1,0,0,1,0,0.160,0.016,0.049,0.000,0.706,-1
106,DE,Delaware,10,1982,DE1982,0.512,0.6,50.0,52.5,0.535,0.610,0.085,0.013,0.061,0.111,0.085,0.002,-0.076,0.112,0.110,0.023,10,41,25,2,DE2,5,41,,,1,0,0,0,1,0,0,1,0.161,0.018,0.049,0.000,0.723,0
107,DE,Delaware,10,1984,DE1984,0.495,0.7,48.1,50.9,0.499,0.463,-0.026,0.015,-0.055,0.002,0.026,0.002,0.085,0.028,0.012,0.004,15,41,19,2,DE2,5,41,,,0,0,0,0,1,0,0,1,0.163,0.019,0.049,0.000,0.740,0
108,DE,Delaware,10,1986,DE1986,0.490,1.0,47.1,51.1,0.496,0.463,-0.018,0.020,-0.058,0.022,0.018,0.002,-0.026,-0.001,0.037,0.006,17,41,19,2,DE2,5,41,,,0,0,0,0,1,0,0,1,0.164,0.021,0.049,0.000,0.758,0
109,DE,Delaware,10,1988,DE1988,0.465,1.2,44.1,48.9,0.442,0.463,0.034,0.024,-0.014,0.081,0.034,0.002,-0.018,0.035,-0.012,-0.023,21,41,19,2,DE2,5,41,,,0,0,0,0,1,0,0,1,0.166,0.022,0.049,0.000,0.775,0
110,DE,Delaware,10,1990,DE1990,0.489,1.4,46.4,51.6,0.447,0.415,-0.063,0.027,-0.116,-0.012,0.063,0.002,0.034,-0.050,-0.061,-0.041,21,41,17,2,DE2,5,41,,,0,0,0,0,1,0,0,1,0.167,0.024,0.049,0.000,0.792,0
111,DE,Delaware,10,1992,DE1992,0.511,0.9,49.1,52.7,0.473,0.463,-0.058,0.019,-0.091,-0.018,0.058,-0.091,-0.063,-0.044,-0.061,-0.037,14,41,19,3,DE3,5,41,Y,,1,0,0,0,1,0,0,1,0.171,0.029,0.049,0.000,0.794,0
112,DE,Delaware,10,1994,DE1994,0.434,0.9,41.8,45.2,0.360,0.341,-0.026,0.017,-0.063,0.005,0.026,-0.091,-0.058,-0.049,-0.085,-0.074,22,41,14,3,DE3,5,41,,,0,0,0,0,1,0,0,1,0.176,0.034,0.049,0.000,0.796,0
113,DE,Delaware,10,1996,DE1996,0.478,1.2,45.3,50.1,0.412,0.341,-0.115,0.025,-0.160,-0.064,0.115,-0.091,-0.026,-0.074,-0.159,-0.066,18,41,14,3,DE3,5,41,,,0,0,0,0,1,0,0,1,0.180,0.038,0.073,0.000,0.797,0
114,DE,Delaware,10,1998,DE1998,0.474,1.7,43.7,50.2,0.400,0.366,-0.082,0.033,-0.139,-0.007,0.082,-0.091,-0.115,-0.070,-0.110,-0.074,26,41,15,3,DE3,5,41,,,0,0,0,0,1,0,0,1,0.185,0.043,0.073,0.024,0.799,0
115,DE,Delaware,10,2000,DE2000,0.521,1.0,50.0,54.0,0.427,0.366,-0.176,0.020,-0.214,-0.134,0.176,-0.091,-0.082,-0.126,-0.134,-0.094,19,41,15,3,DE3,5,41,Y,,0,0,0,0,1,0,0,1,0.189,0.048,0.073,0.024,0.801,0
116,DE,Delaware,10,2002,DE2002,0.452,1.6,41.9,48.2,0.383,0.293,-0.111,0.033,-0.172,-0.045,0.111,-0.093,-0.176,-0.179,-0.085,-0.069,20,41,12,4,DE4,5,41,,,1,0,0,0,1,0,0,1,0.193,0.055,0.073,0.024,0.807,0
117,DE,Delaware,10,2004,DE2004,0.511,1.1,48.5,53.0,0.417,0.366,-0.156,0.023,-0.195,-0.104,0.156,-0.093,-0.111,-0.087,-0.159,-0.094,20,41,15,4,DE4,5,41,Y,,0,0,0,0,1,0,0,1,0.197,0.062,0.073,0.024,0.814,0
118,DE,Delaware,10,2006,DE2006,0.545,1.2,51.9,56.4,0.455,0.439,-0.151,0.024,-0.189,-0.100,0.151,-0.093,-0.156,-0.100,-0.110,-0.090,17,41,18,4,DE4,5,41,Y,,0,0,0,0,1,0,0,1,0.200,0.068,0.098,0.024,0.820,0
119,DE,Delaware,10,2008,DE2008,0.584,0.6,57.0,59.5,0.530,0.610,-0.058,0.013,-0.080,-0.031,0.058,-0.093,-0.151,0.004,-0.134,-0.054,13,41,25,4,DE4,5,41,,,0,0,0,0,1,0,0,1,0.204,0.075,0.098,0.024,0.827,0
120,DE,Delaware,10,2010,DE2010,0.561,0.9,54.5,57.9,0.546,0.634,0.012,0.017,-0.023,0.045,0.012,-0.093,-0.058,0.059,-0.037,-0.014,13,41,26,4,DE4,5,41,,,0,0,0,0,1,0,0,1,0.208,0.082,0.098,0.024,0.833,0
121,DE,Delaware,10,2012,DE2012,0.604,1.0,58.5,62.2,0.624,0.659,-0.050,0.019,-0.086,-0.011,0.050,-0.023,0.012,0.009,0.012,0.019,21,41,27,5,DE5,2,41,,0.099,1,0,0,1,0,1,0,0,0.212,0.089,0.098,0.024,0.839,1
122,DE,Delaware,10,2014,DE2014,0.553,0.5,54.3,56.3,0.576,0.610,0.004,0.010,-0.017,0.025,0.004,-0.023,-0.050,,0.037,0.023,19,41,25,5,DE5,2,41,,,0,0,0,1,0,1,0,0,0.216,0.096,0.073,0.024,0.846,1
123,FL,Florida,12,1972,FL1972,0.521,0.4,51.4,52.8,0.564,0.642,0.099,0.007,0.085,0.113,0.099,0.070,,0.044,0.100,0.043,41,120,77,1,FL1,5,120,,,1,0,0,1,0,1,0,0,0.150,0.071,0.025,0.008,0.822,1
124,FL,Florida,12,1974,FL1974,0.582,0.7,56.9,59.4,0.617,0.717,0.053,0.013,0.028,0.078,0.053,0.070,0.099,-0.004,0.083,0.035,63,120,86,1,FL1,5,120,,,0,0,0,1,0,1,0,0,0.146,0.075,0.025,0.000,0.827,1
125,FL,Florida,12,1976,FL1976,0.611,0.7,59.9,62.4,0.647,0.775,0.052,0.014,0.026,0.077,0.052,0.070,0.053,0.047,0.092,0.035,65,120,93,1,FL1,5,120,,,0,0,0,1,0,1,0,0,0.142,0.079,0.025,0.000,0.833,1
126,FL,Florida,12,1978,FL1978,0.589,0.6,57.6,60.1,0.618,0.742,0.064,0.013,0.040,0.089,0.064,0.070,0.052,0.030,0.117,0.030,55,120,89,1,FL1,5,120,,,0,0,0,1,0,1,0,0,0.139,0.084,0.033,0.008,0.838,1
127,FL,Florida,12,1980,FL1980,0.546,0.9,53.0,56.3,0.574,0.675,0.083,0.017,0.049,0.115,0.083,0.070,0.064,0.030,0.117,0.028,76,120,81,1,FL1,5,120,,,0,0,0,1,0,1,0,0,0.135,0.088,0.042,0.008,0.843,1
128,FL,Florida,12,1982,FL1982,0.564,0.5,55.4,57.3,0.607,0.700,0.072,0.010,0.054,0.093,0.072,0.060,0.083,0.032,0.100,0.043,45,120,84,2,FL2,5,120,,,1,0,0,1,0,1,0,0,0.134,0.095,0.083,0.033,0.850,1
129,FL,Florida,12,1984,FL1984,0.529,0.7,51.6,54.2,0.582,0.642,0.083,0.013,0.058,0.109,0.083,0.060,0.072,0.040,0.100,0.053,65,120,77,2,FL2,5,120,,,0,0,0,1,0,1,0,0,0.134,0.102,0.083,0.067,0.858,1
130,FL,Florida,12,1986,FL1986,0.539,0.6,52.7,55.1,0.585,0.625,0.047,0.012,0.023,0.070,0.047,0.060,0.083,0.048,0.067,0.046,55,120,75,2,FL2,5,120,,,0,0,0,1,0,1,0,0,0.133,0.108,0.083,0.067,0.865,1
131,FL,Florida,12,1988,FL1988,0.522,0.7,50.8,53.7,0.567,0.608,0.065,0.015,0.034,0.093,0.065,0.060,0.047,0.106,0.067,0.045,68,120,73,2,FL2,5,120,,,0,0,0,1,0,1,0,0,0.133,0.115,0.083,0.058,0.873,1
132,FL,Florida,12,1990,FL1990,0.542,0.8,52.6,55.8,0.574,0.617,0.034,0.017,0.001,0.065,0.034,0.060,0.065,0.038,0.058,0.032,59,120,74,2,FL2,5,120,,,0,0,0,1,0,1,0,0,0.132,0.122,0.100,0.067,0.880,1
133,FL,Florida,12,1992,FL1992,0.525,0.7,51.3,54.0,0.534,0.583,0.033,0.014,0.003,0.058,0.033,-0.032,0.034,0.058,0.000,0.009,54,120,70,3,FL3,5,120,,,1,0,0,1,0,1,0,0,0.134,0.131,0.108,0.083,0.883,1
134,FL,Florida,12,1994,FL1994,0.491,1.0,47.3,51.2,0.507,0.525,0.042,0.020,0.001,0.079,0.042,-0.032,0.033,0.067,0.042,0.016,65,120,63,3,FL3,5,120,Y,,0,0,0,1,0,1,0,0,0.136,0.140,0.125,0.092,0.885,1
135,FL,Florida,12,1996,FL1996,0.504,0.7,49.0,52.0,0.481,0.492,-0.017,0.015,-0.048,0.011,0.017,-0.032,0.042,0.000,-0.008,-0.024,61,120,59,3,FL3,5,120,Y,,0,0,0,1,0,1,0,0,0.138,0.150,0.125,0.092,0.888,1
136,FL,Florida,12,1998,FL1998,0.495,1.0,47.3,51.4,0.427,0.392,-0.099,0.021,-0.137,-0.054,0.099,-0.032,-0.017,-0.067,-0.092,-0.068,75,120,47,3,FL3,5,120,,,0,0,0,1,0,1,0,0,0.140,0.159,0.125,0.092,0.890,1
137,FL,Florida,12,2000,FL2000,0.484,0.5,47.4,49.3,0.449,0.350,-0.117,0.010,-0.136,-0.098,0.117,-0.032,-0.099,-0.135,-0.117,-0.035,51,120,42,3,FL3,5,120,,,0,0,0,1,0,1,0,0,0.142,0.168,0.133,0.100,0.893,1
138,FL,Florida,12,2002,FL2002,0.457,0.8,44.1,47.1,0.372,0.325,-0.089,0.016,-0.118,-0.058,0.089,-0.112,-0.117,-0.135,-0.150,-0.085,77,120,39,4,FL4,5,120,,,1,0,0,1,0,0,1,0,0.144,0.179,0.133,0.108,0.897,-1
139,FL,Florida,12,2004,FL2004,0.463,1.1,44.2,48.4,0.406,0.303,-0.124,0.021,-0.165,-0.082,0.124,-0.112,-0.089,-0.167,-0.164,-0.057,84,119,36,4,FL4,5,120,,,0,0,0,1,0,0,1,0,0.146,0.191,0.142,0.117,0.901,-1
140,FL,Florida,12,2006,FL2006,0.489,0.9,47.1,50.7,0.435,0.350,-0.128,0.019,-0.163,-0.092,0.128,-0.112,-0.124,-0.146,-0.125,-0.054,70,120,42,4,FL4,5,120,,,0,0,0,1,0,0,1,0,0.148,0.202,0.150,0.100,0.904,-1
141,FL,Florida,12,2008,FL2008,0.501,0.6,49.0,51.4,0.449,0.367,-0.136,0.012,-0.160,-0.114,0.136,-0.112,-0.128,-0.160,-0.133,-0.052,64,120,44,4,FL4,5,120,Y,,0,0,0,1,0,0,1,0,0.150,0.214,0.158,0.100,0.908,-1
142,FL,Florida,12,2010,FL2010,0.455,0.5,44.6,46.4,0.396,0.325,-0.084,0.009,-0.104,-0.066,0.084,-0.112,-0.136,-0.107,-0.142,-0.059,60,120,39,4,FL4,5,120,,,0,0,0,1,0,0,1,0,0.152,0.225,0.150,0.100,0.912,-1
143,FL,Florida,12,2012,FL2012,0.513,0.4,50.5,52.1,0.470,0.367,-0.160,0.008,-0.175,-0.142,0.160,-0.137,-0.084,-0.127,-0.150,-0.043,73,120,44,5,FL5,2,120,Y,0.040,1,0,0,1,0,0,1,0,0.154,0.236,0.175,0.117,0.916,-1
144,FL,Florida,12,2014,FL2014,0.467,0.5,45.8,47.6,0.417,0.319,-0.114,0.009,-0.132,-0.097,0.114,-0.137,-0.160,,-0.122,-0.050,69,119,38,5,FL5,2,119,,,0,0,0,1,0,0,1,0,0.156,0.248,0.167,0.142,0.920,-1
145,GA,Georgia,13,1972,GA1972,0.576,1.1,55.6,59.7,0.610,0.844,0.193,0.021,0.151,0.232,0.193,0.099,,0.123,0.261,0.034,140,180,152,1,GA1,5,180,,,1,0,0,1,0,1,0,0,0.259,0.007,0.078,0.000,0.607,1
146,GA,Georgia,13,1974,GA1974,0.634,1.1,61.4,65.6,0.664,0.872,0.103,0.022,0.059,0.143,0.103,0.099,0.193,0.093,0.243,0.030,142,179,156,1,GA1,5,180,,,0,0,0,1,0,1,0,0,0.261,0.008,0.117,0.000,0.611,1
147,GA,Georgia,13,1976,GA1976,0.663,1.2,64.2,68.7,0.697,0.867,0.042,0.024,-0.007,0.083,0.042,0.099,0.103,0.076,0.233,0.035,135,180,156,1,GA1,5,180,,,0,0,0,1,0,1,0,0,0.262,0.009,0.117,0.000,0.616,1
148,GA,Georgia,13,1978,GA1978,0.652,1.3,62.7,68.0,0.691,0.883,0.079,0.026,0.024,0.129,0.079,0.099,0.042,0.119,0.250,0.039,149,180,159,1,GA1,5,180,,,0,0,0,1,0,1,0,0,0.264,0.010,0.117,0.000,0.620,1
149,GA,Georgia,13,1980,GA1980,0.647,1.4,62.1,67.7,0.691,0.872,0.077,0.027,0.018,0.129,0.077,0.099,0.079,0.137,0.237,0.043,143,179,156,1,GA1,5,179,,,0,0,0,1,0,1,0,0,0.265,0.011,0.117,0.000,0.624,1
150,GA,Georgia,13,1982,GA1982,0.644,1.1,62.2,66.6,0.684,0.867,0.078,0.022,0.034,0.122,0.078,0.116,0.077,0.114,0.233,0.040,134,180,156,2,GA2,5,180,,,1,0,0,1,0,1,0,0,0.266,0.012,0.117,0.000,0.637,1
151,GA,Georgia,13,1984,GA1984,0.579,0.9,56.2,59.8,0.624,0.856,0.197,0.019,0.159,0.232,0.197,0.116,0.078,0.155,0.228,0.045,140,180,154,2,GA2,5,180,,,0,0,0,1,0,1,0,0,0.266,0.013,0.117,0.000,0.650,1
152,GA,Georgia,13,1986,GA1986,0.619,1.0,60.1,63.8,0.667,0.849,0.111,0.019,0.072,0.148,0.111,0.116,0.197,0.118,0.198,0.049,133,179,152,2,GA2,5,179,,,0,0,0,1,0,1,0,0,0.267,0.015,0.122,0.000,0.662,1
153,GA,Georgia,13,1988,GA1988,0.582,1.1,56.2,60.2,0.643,0.799,0.135,0.021,0.094,0.174,0.135,0.116,0.111,0.111,0.182,0.062,132,179,143,2,GA2,5,179,,,0,0,0,1,0,1,0,0,0.267,0.016,0.139,0.000,0.675,1
154,GA,Georgia,13,1990,GA1990,0.626,1.1,60.4,64.8,0.690,0.810,0.057,0.023,0.014,0.102,0.057,0.116,0.135,0.097,0.193,0.064,128,179,145,2,GA2,5,180,,,0,0,0,1,0,1,0,0,0.268,0.017,0.150,0.000,0.688,1
155,GA,Georgia,13,1992,GA1992,0.539,0.8,52.5,55.7,0.577,0.711,0.133,0.016,0.097,0.161,0.133,0.046,0.057,0.107,0.167,0.038,125,180,128,3,GA3,5,180,,,1,0,0,1,0,1,0,0,0.271,0.024,0.172,0.000,0.694,1
156,GA,Georgia,13,1994,GA1994,0.523,0.8,50.9,53.9,0.579,0.639,0.092,0.015,0.060,0.121,0.092,0.046,0.133,0.081,0.106,0.056,116,180,115,3,GA3,5,180,,,0,0,0,1,0,1,0,0,0.275,0.031,0.178,0.000,0.699,1
157,GA,Georgia,13,1996,GA1996,0.537,0.7,52.3,55.0,0.578,0.589,0.015,0.014,-0.011,0.042,0.015,0.046,0.092,0.027,0.056,0.041,105,180,106,3,GA3,5,180,,,0,0,0,1,0,1,0,0,0.278,0.039,0.183,0.000,0.705,1
158,GA,Georgia,13,1998,GA1998,0.542,0.8,52.6,55.7,0.572,0.567,-0.018,0.017,-0.048,0.014,0.018,0.046,0.015,0.004,0.022,0.030,107,180,102,3,GA3,5,180,,,0,0,0,1,0,1,0,0,0.282,0.046,0.178,0.000,0.710,1
159,GA,Georgia,13,2000,GA2000,0.538,0.9,52.0,55.5,0.581,0.583,0.008,0.018,-0.028,0.044,0.008,0.046,-0.018,0.022,0.039,0.043,123,180,105,3,GA3,5,180,,,0,0,0,1,0,1,0,0,0.285,0.053,0.200,0.000,0.716,1
160,GA,Georgia,13,2002,GA2002,0.512,0.8,49.7,52.6,0.563,0.592,0.069,0.015,0.040,0.099,0.069,0.069,0.008,0.048,0.092,0.051,109,179,106,3.1,GA3.1,1,180,,,1,0,0,1,0,1,0,0,0.288,0.060,0.217,0.011,0.723,1
161,GA,Georgia,13,2004,GA2004,0.487,0.7,47.3,50.1,0.462,0.467,-0.007,0.014,-0.035,0.022,0.007,-0.038,0.069,0.007,-0.017,-0.024,109,180,84,4,GA4,4,180,,,1,0,1,0,0,0,0,1,0.291,0.067,0.217,0.011,0.730,0
162,GA,Georgia,13,2006,GA2006,0.475,1.4,44.8,50.2,0.368,0.411,-0.039,0.028,-0.093,0.016,0.039,-0.038,-0.007,-0.060,-0.078,-0.107,130,180,74,4,GA4,4,180,,,0,0,1,0,0,0,0,1,0.295,0.074,0.244,0.017,0.737,0
163,GA,Georgia,13,2008,GA2008,0.501,1.3,47.3,52.6,0.417,0.417,-0.085,0.026,-0.135,-0.030,0.085,-0.038,-0.039,-0.060,-0.083,-0.084,143,180,75,4,GA4,4,180,Y,,0,0,1,0,0,0,0,1,0.298,0.081,0.239,0.017,0.744,0
164,GA,Georgia,13,2010,GA2010,0.458,1.1,43.6,47.9,0.370,0.397,-0.020,0.021,-0.061,0.025,0.020,-0.038,-0.085,0.027,-0.098,-0.088,123,179,71,4,GA4,4,180,,,0,0,1,0,0,0,0,1,0.301,0.088,0.239,0.017,0.751,0
165,GA,Georgia,13,2012,GA2012,0.455,0.5,44.5,46.5,0.367,0.335,-0.074,0.010,-0.094,-0.055,0.074,-0.063,-0.020,-0.097,-0.137,-0.087,139,179,60,5,GA5,2,180,,0.020,1,0,0,1,0,0,1,0,0.304,0.095,0.272,0.011,0.758,-1
166,GA,Georgia,13,2014,GA2014,0.443,0.5,43.3,45.3,0.352,0.335,-0.051,0.010,-0.071,-0.031,0.051,-0.063,-0.074,,-0.142,-0.091,147,179,60,5,GA5,2,180,,,0,0,0,1,0,0,1,0,0.307,0.102,0.256,0.011,0.765,-1
167,HI,Hawaii,15,1982,HI1982,0.633,0.9,61.6,64.9,0.648,0.843,0.077,0.018,0.044,0.110,0.077,0.077,,,0.206,0.015,19,51,43,1.1,HI1.1,1,51,,,1,1,0,0,0,0,0,1,0.018,0.074,0.000,0.000,0.873,0
168,HI,Hawaii,15,1984,HI1984,0.613,0.9,59.6,63.0,0.664,0.784,0.058,0.017,0.024,0.092,0.058,0.038,0.077,,0.147,0.051,21,51,40,2,HI2,4,51,,,1,1,0,0,0,0,0,1,0.019,0.074,0.000,0.000,0.881,0
169,HI,Hawaii,15,1986,HI1986,0.630,0.8,61.5,64.7,0.683,0.784,0.023,0.016,-0.009,0.053,0.023,0.038,0.058,,0.127,0.053,17,51,40,2,HI2,4,51,,,0,1,0,0,0,0,0,1,0.021,0.073,0.000,0.000,0.889,0
170,HI,Hawaii,15,1988,HI1988,0.664,0.9,64.6,68.2,0.707,0.882,0.054,0.019,0.018,0.090,0.054,0.038,0.023,,0.069,0.043,22,51,45,2,HI2,4,51,,,0,1,0,0,0,0,0,1,0.022,0.073,0.000,0.000,0.897,0
171,HI,Hawaii,15,1990,HI1990,0.682,1.3,65.6,70.8,0.724,0.882,0.018,0.027,-0.034,0.070,0.018,0.038,0.054,,0.108,0.041,26,51,45,2,HI2,4,51,,,0,1,0,0,0,0,0,1,0.023,0.073,0.000,0.020,0.905,0
172,HI,Hawaii,15,1992,HI1992,0.648,0.9,63.1,66.8,0.687,0.922,0.125,0.019,0.085,0.159,0.125,0.066,0.018,,0.167,0.039,18,51,47,3,HI3,5,51,,,1,1,0,0,0,0,0,1,0.022,0.073,0.000,0.020,0.907,0
173,HI,Hawaii,15,1994,HI1994,0.633,0.9,61.6,65.1,0.672,0.863,0.097,0.018,0.061,0.131,0.097,0.066,0.125,,0.206,0.039,17,51,44,3,HI3,5,51,,,0,1,0,0,0,0,0,1,0.021,0.073,0.000,0.020,0.909,0
174,HI,Hawaii,15,1996,HI1996,0.600,0.7,58.6,61.4,0.662,0.765,0.066,0.014,0.036,0.093,0.066,0.066,0.097,,0.147,0.063,12,51,39,3,HI3,5,51,,,0,1,0,0,0,0,0,1,0.019,0.072,0.000,0.020,0.911,0
175,HI,Hawaii,15,1998,HI1998,0.605,0.2,60.2,60.9,0.653,0.765,0.055,0.003,0.047,0.061,0.055,0.066,0.066,,0.088,0.048,1,51,39,3,HI3,5,51,,,0,1,0,0,0,0,0,1,0.018,0.072,0.000,0.020,0.913,0
176,HI,Hawaii,15,2000,HI2000,0.571,0.7,55.7,58.6,0.587,0.627,-0.015,0.015,-0.044,0.013,0.015,0.066,0.055,,0.029,0.015,14,51,32,3,HI3,5,51,,,0,1,0,0,0,0,0,1,0.017,0.072,0.020,0.000,0.915,0
177,HI,Hawaii,15,2002,HI2002,0.566,0.5,55.6,57.6,0.590,0.700,0.068,0.010,0.048,0.089,0.068,0.070,-0.015,,0.020,0.024,7,50,35,4,HI4,5,51,,,1,1,0,0,0,0,0,1,0.017,0.075,0.020,0.000,0.916,0
178,HI,Hawaii,15,2004,HI2004,0.588,0.3,58.1,59.5,0.593,0.804,0.127,0.007,0.114,0.141,0.127,0.070,0.068,,0.010,0.005,3,51,41,4,HI4,5,51,,,0,1,0,0,0,0,0,1,0.016,0.079,0.020,0.000,0.917,0
179,HI,Hawaii,15,2006,HI2006,0.656,0.4,64.8,66.4,0.710,0.843,0.031,0.008,0.015,0.047,0.031,0.070,0.127,,0.108,0.054,6,51,43,4,HI4,5,51,,,0,1,0,0,0,0,0,1,0.016,0.082,0.000,0.000,0.917,0
180,HI,Hawaii,15,2008,HI2008,0.660,1.4,63.2,68.9,0.691,0.882,0.063,0.028,0.005,0.117,0.063,0.070,0.031,,0.206,0.032,24,51,45,4,HI4,5,51,,,0,1,0,0,0,0,0,1,0.015,0.086,0.000,0.000,0.918,0
181,HI,Hawaii,15,2010,HI2010,0.642,0.5,63.1,65.1,0.669,0.843,0.060,0.010,0.041,0.081,0.060,0.070,0.063,,0.088,0.027,5,51,43,4,HI4,5,51,,,0,1,0,0,0,0,0,1,0.015,0.089,0.000,0.000,0.919,0
182,HI,Hawaii,15,2012,HI2012,0.687,1.0,66.8,70.8,0.723,0.863,-0.011,0.020,-0.053,0.026,0.011,0.027,0.060,,0.108,0.036,19,51,44,5,HI5,2,51,,0.216,1,1,0,0,0,0,0,1,0.015,0.092,0.000,0.000,0.920,0
183,HI,Hawaii,15,2014,HI2014,0.639,0.6,62.7,65.1,0.681,0.843,0.065,0.012,0.042,0.089,0.065,0.027,-0.011,,0.206,0.042,14,51,43,5,HI5,2,51,,,0,1,0,0,0,0,0,1,0.014,0.096,0.020,0.000,0.921,0
184,IL,Illinois,17,1982,IL1982,0.556,0.3,54.9,56.2,0.558,0.593,-0.018,0.006,-0.030,-0.006,0.018,-0.034,,-0.017,0.000,0.003,30,118,70,2,IL2,5,118,,,1,0,0,1,0,1,0,0,0.145,0.061,0.110,0.008,0.839,1
185,IL,Illinois,17,1984,IL1984,0.535,0.3,52.9,54.2,0.575,0.568,-0.002,0.007,-0.016,0.010,0.002,-0.034,-0.018,0.022,0.051,0.039,40,118,67,2,IL2,5,118,,,0,0,0,1,0,1,0,0,0.145,0.065,0.119,0.017,0.845,1
186,IL,Illinois,17,1986,IL1986,0.566,0.3,56.1,57.1,0.591,0.568,-0.063,0.005,-0.073,-0.054,0.063,-0.034,-0.002,-0.036,0.017,0.025,24,118,67,2,IL2,5,118,,,0,0,0,1,0,1,0,0,0.146,0.070,0.119,0.017,0.852,1
187,IL,Illinois,17,1988,IL1988,0.557,0.3,55.1,56.3,0.568,0.568,-0.046,0.006,-0.058,-0.034,0.046,-0.034,-0.063,-0.009,0.017,0.011,27,118,67,2,IL2,5,118,,,0,0,0,1,0,1,0,0,0.146,0.074,0.119,0.017,0.858,1
188,IL,Illinois,17,1990,IL1990,0.571,0.6,55.9,58.3,0.620,0.602,-0.041,0.012,-0.065,-0.016,0.041,-0.034,-0.046,-0.013,0.042,0.048,50,118,71,2,IL2,5,118,,,0,0,0,1,0,1,0,0,0.146,0.079,0.119,0.017,0.864,1
189,IL,Illinois,17,1992,IL1992,0.566,0.3,56.0,57.2,0.530,0.568,-0.065,0.006,-0.076,-0.052,0.065,-0.103,-0.041,-0.063,-0.059,-0.036,19,118,67,3,IL3,5,118,,,1,0,0,1,0,0,1,0,0.147,0.088,0.102,0.034,0.867,-1
190,IL,Illinois,17,1994,IL1994,0.508,0.5,49.9,51.7,0.480,0.458,-0.058,0.009,-0.076,-0.040,0.058,-0.103,-0.065,-0.065,-0.059,-0.028,35,118,54,3,IL3,5,118,Y,,0,0,0,1,0,0,1,0,0.148,0.097,0.119,0.034,0.870,-1
191,IL,Illinois,17,1996,IL1996,0.570,0.3,56.4,57.7,0.516,0.508,-0.132,0.007,-0.145,-0.119,0.132,-0.103,-0.058,-0.111,-0.059,-0.055,32,118,60,3,IL3,5,118,,,0,0,0,1,0,0,1,0,0.148,0.105,0.119,0.034,0.872,-1
192,IL,Illinois,17,1998,IL1998,0.581,0.6,56.8,59.3,0.543,0.525,-0.136,0.013,-0.161,-0.110,0.136,-0.103,-0.132,-0.101,-0.034,-0.037,59,118,62,3,IL3,5,118,,,0,0,0,1,0,0,1,0,0.149,0.114,0.127,0.034,0.875,-1
