district,year,plan,winner,winner_plan
4,1988,MD2,D,X
5,1988,MD2,D,D
6,1988,MD2,D,D
7,1988,MD2,D,D
8,1988,MD2,R,X
1,1990,MD2,R,X
2,1990,MD2,R,X
3,1990,MD2,D,D
4,1990,MD2,D,X
5,1990,MD2,D,D
6,1990,MD2,D,D
7,1990,MD2,D,D
8,1990,MD2,R,X
1,1992,MD3,R,R
2,1992,MD3,R,R
3,1992,MD3,D,D
4,1992,MD3,D,D
5,1992,MD3,D,D
6,1992,MD3,R,R
7,1992,MD3,D,D
8,1992,MD3,R,R
1,1994,MD3,R,R
2,1994,MD3,R,R
3,1994,MD3,D,D
4,1994,MD3,D,D
5,1994,MD3,D,D
6,1994,MD3,R,R
7,1994,MD3,D,D
8,1994,MD3,R,R
1,1996,MD3,R,R
2,1996,MD3,R,R
3,1996,MD3,D,D
4,1996,MD3,D,D
5,1996,MD3,D,D
6,1996,MD3,R,R
7,1996,MD3,D,D
8,1996,MD3,R,R
1,1998,MD3,R,R
2,1998,MD3,R,R
3,1998,MD3,D,D
4,1998,MD3,D,D
5,1998,MD3,D,D
6,1998,MD3,R,R
7,1998,MD3,D,D
8,1998,MD3,R,R
1,2000,MD3,R,R
2,2000,MD3,R,R
3,2000,MD3,D,D
4,2000,MD3,D,D
5,2000,MD3,D,D
6,2000,MD3,R,R
7,2000,MD3,D,D
8,2000,MD3,R,R
1,2002,MD4,R,X
2,2002,MD4,D,D
3,2002,MD4,D,D
4,2002,MD4,D,D
5,2002,MD4,D,D
6,2002,MD4,R,R
7,2002,MD4,D,D
8,2002,MD4,D,D
1,2004,MD4,R,X
2,2004,MD4,D,D
3,2004,MD4,D,D
4,2004,MD4,D,D
5,2004,MD4,D,D
6,2004,MD4,R,R
7,2004,MD4,D,D
8,2004,MD4,D,D
1,2006,MD4,R,X
2,2006,MD4,D,D
3,2006,MD4,D,D
4,2006,MD4,D,D
5,2006,MD4,D,D
6,2006,MD4,R,R
7,2006,MD4,D,D
8,2006,MD4,D,D
1,2008,MD4,D,X
2,2008,MD4,D,D
3,2008,MD4,D,D
4,2008,MD4,D,D
5,2008,MD4,D,D
6,2008,MD4,R,R
7,2008,MD4,D,D
8,2008,MD4,D,D
1,2010,MD4,R,X
2,2010,MD4,D,D
3,2010,MD4,D,D
4,2010,MD4,D,D
5,2010,MD4,D,D
6,2010,MD4,R,R
7,2010,MD4,D,D
8,2010,MD4,D,D
1,2012,MD5,R,R
2,2012,MD5,D,D
3,2012,MD5,D,D
4,2012,MD5,D,D
5,2012,MD5,D,D
6,2012,MD5,D,D
7,2012,MD5,D,D
8,2012,MD5,D,D
1,2014,MD5,R,R
2,2014,MD5,D,D
3,2014,MD5,D,D
4,2014,MD5,D,D
5,2014,MD5,D,D
6,2014,MD5,D,D
7,2014,MD5,D,D
8,2014,MD5,D,D
1,2016,MD5,R,R
2,2016,MD5,D,D
3,2016,MD5,D,D
4,2016,MD5,D,D
5,2016,MD5,D,D
6,2016,MD5,D,D
7,2016,MD5,D,D
8,2016,MD5,D,D
1,1972,MI1,D,D
2,1972,MI1,R,R
3,1972,MI1,R,X
4,1972,MI1,R,R
5,1972,MI1,R,X
6,1972,MI1,R,X
7,1972,MI1,R,X
8,1972,MI1,R,X
9,1972,MI1,R,R
10,1972,MI1,R,X
11,1972,MI1,R,R
12,1972,MI1,D,D
13,1972,MI1,D,D
14,1972,MI1,D,D
15,1972,MI1,D,D
16,1972,MI1,D,D
17,1972,MI1,D,D
18,1972,MI1,R,X
19,1972,MI1,R,R
1,1974,MI1,D,D
2,1974,MI1,R,R
3,1974,MI1,R,X
4,1974,MI1,R,R
5,1974,MI1,D,X
6,1974,MI1,D,X
7,1974,MI1,D,X
8,1974,MI1,D,X
9,1974,MI1,R,R
10,1974,MI1,R,X
11,1974,MI1,R,R
12,1974,MI1,D,D
13,1974,MI1,D,D
14,1974,MI1,D,D
15,1974,MI1,D,D
16,1974,MI1,D,D
17,1974,MI1,D,D
18,1974,MI1,D,X
19,1974,MI1,R,R
1,1976,MI1,D,D
2,1976,MI1,R,R
3,1976,MI1,R,X
4,1976,MI1,R,R
5,1976,MI1,R,X
6,1976,MI1,D,X
7,1976,MI1,D,X
8,1976,MI1,D,X
9,1976,MI1,R,R
10,1976,MI1,R,X
11,1976,MI1,R,R
12,1976,MI1,D,D
13,1976,MI1,D,D
14,1976,MI1,D,D
15,1976,MI1,D,D
16,1976,MI1,D,D
17,1976,MI1,D,D
18,1976,MI1,D,X
19,1976,MI1,R,R
1,1978,MI1,D,D
2,1978,MI1,R,R
3,1978,MI1,D,X
4,1978,MI1,R,R
5,1978,MI1,R,X
6,1978,MI1,D,X
7,1978,MI1,D,X
8,1978,MI1,D,X
9,1978,MI1,R,R
10,1978,MI1,D,X
11,1978,MI1,R,R
12,1978,MI1,D,D
13,1978,MI1,D,D
14,1978,MI1,D,D
15,1978,MI1,D,D
16,1978,MI1,D,D
17,1978,MI1,D,D
18,1978,MI1,D,X
19,1978,MI1,R,R
1,1980,MI1,D,D
2,1980,MI1,R,R
3,1980,MI1,D,X
4,1980,MI1,R,R
5,1980,MI1,R,X
6,1980,MI1,R,X
7,1980,MI1,D,X
8,1980,MI1,D,X
9,1980,MI1,R,R
10,1980,MI1,D,X
11,1980,MI1,R,R
12,1980,MI1,D,D
13,1980,MI1,D,D
14,1980,MI1,D,D
15,1980,MI1,D,D
16,1980,MI1,D,D
17,1980,MI1,D,D
18,1980,MI1,D,X
19,1980,MI1,R,R
1,1982,MI2,D,D
2,1982,MI2,R,R
3,1982,MI2,D,D
4,1982,MI2,R,R
5,1982,MI2,R,R
6,1982,MI2,D,D
7,1982,MI2,D,D
8,1982,MI2,D,D
9,1982,MI2,R,R
10,1982,MI2,D,X
11,1982,MI2,R,R
12,1982,MI2,D,D
13,1982,MI2,D,D
14,1982,MI2,D,D
15,1982,MI2,D,D
16,1982,MI2,D,D
17,1982,MI2,D,D
18,1982,MI2,R,R
1,1984,MI2,D,D
2,1984,MI2,R,R
3,1984,MI2,D,D
4,1984,MI2,R,R
5,1984,MI2,R,R
6,1984,MI2,D,D
7,1984,MI2,D,D
8,1984,MI2,D,D
9,1984,MI2,R,R
10,1984,MI2,R,X
11,1984,MI2,R,R
12,1984,MI2,D,D
13,1984,MI2,D,D
14,1984,MI2,D,D
15,1984,MI2,D,D
16,1984,MI2,D,D
17,1984,MI2,D,D
18,1984,MI2,R,R
1,1986,MI2,D,D
2,1986,MI2,R,R
3,1986,MI2,D,D
4,1986,MI2,R,R
5,1986,MI2,R,R
6,1986,MI2,D,D
7,1986,MI2,D,D
8,1986,MI2,D,D
9,1986,MI2,R,R
10,1986,MI2,R,X
11,1986,MI2,R,R
12,1986,MI2,D,D
13,1986,MI2,D,D
14,1986,MI2,D,D
15,1986,MI2,D,D
16,1986,MI2,D,D
17,1986,MI2,D,D
18,1986,MI2,R,R
1,1988,MI2,D,D
2,1988,MI2,R,R
3,1988,MI2,D,D
4,1988,MI2,R,R
5,1988,MI2,R,R
6,1988,MI2,D,D
7,1988,MI2,D,D
8,1988,MI2,D,D
9,1988,MI2,R,R
10,1988,MI2,R,X
11,1988,MI2,R,R
12,1988,MI2,D,D
13,1988,MI2,D,D
14,1988,MI2,D,D
15,1988,MI2,D,D
16,1988,MI2,D,D
17,1988,MI2,D,D
18,1988,MI2,R,R
1,1990,MI2,D,D
2,1990,MI2,R,R
3,1990,MI2,D,D
4,1990,MI2,R,R
5,1990,MI2,R,R
6,1990,MI2,D,D
7,1990,MI2,D,D
8,1990,MI2,D,D
9,1990,MI2,R,R
10,1990,MI2,R,X
11,1990,MI2,R,R
12,1990,MI2,D,D
13,1990,MI2,D,D
14,1990,MI2,D,D
15,1990,MI2,D,D
16,1990,MI2,D,D
17,1990,MI2,D,D
18,1990,MI2,R,R
1,1992,MI3,D,D
2,1992,MI3,R,R
3,1992,MI3,R,R
4,1992,MI3,R,R
5,1992,MI3,D,D
6,1992,MI3,R,R
7,1992,MI3,R,R
8,1992,MI3,D,X
9,1992,MI3,D,D
10,1992,MI3,D,D
11,1992,MI3,R,R
12,1992,MI3,D,D
13,1992,MI3,D,D
14,1992,MI3,D,D
15,1992,MI3,D,D
16,1992,MI3,D,D
1,1994,MI3,D,D
2,1994,MI3,R,R
3,1994,MI3,R,R
4,1994,MI3,R,R
5,1994,MI3,D,D
6,1994,MI3,R,R
7,1994,MI3,R,R
8,1994,MI3,R,X
9,1994,MI3,D,D
10,1994,MI3,D,D
11,1994,MI3,R,R
12,1994,MI3,D,D
13,1994,MI3,D,D
14,1994,MI3,D,D
15,1994,MI3,D,D
16,1994,MI3,D,D
1,1996,MI3,D,D
2,1996,MI3,R,R
3,1996,MI3,R,R
4,1996,MI3,R,R
5,1996,MI3,D,D
6,1996,MI3,R,R
7,1996,MI3,R,R
8,1996,MI3,D,X
9,1996,MI3,D,D
10,1996,MI3,D,D
11,1996,MI3,R,R
12,1996,MI3,D,D
13,1996,MI3,D,D
14,1996,MI3,D,D
15,1996,MI3,D,D
16,1996,MI3,D,D
1,1998,MI3,D,D
2,1998,MI3,R,R
3,1998,MI3,R,R
4,1998,MI3,R,R
5,1998,MI3,D,D
6,1998,MI3,R,R
7,1998,MI3,R,R
8,1998,MI3,D,X
9,1998,MI3,D,D
10,1998,MI3,D,D
11,1998,MI3,R,R
12,1998,MI3,D,D
13,1998,MI3,D,D
14,1998,MI3,D,D
15,1998,MI3,D,D
16,1998,MI3,D,D
1,2000,MI3,D,D
2,2000,MI3,R,R
3,2000,MI3,R,R
4,2000,MI3,R,R
5,2000,MI3,D,D
6,2000,MI3,R,R
7,2000,MI3,R,R
8,2000,MI3,R,X
9,2000,MI3,D,D
10,2000,MI3,D,D
11,2000,MI3,R,R
12,2000,MI3,D,D
13,2000,MI3,D,D
14,2000,MI3,D,D
15,2000,MI3,D,D
16,2000,MI3,D,D
1,2002,MI4,D,X
2,2002,MI4,R,R
3,2002,MI4,R,R
4,2002,MI4,R,R
5,2002,MI4,D,D
6,2002,MI4,R,R
7,2002,MI4,R,X
8,2002,MI4,R,R
9,2002,MI4,R,X
10,2002,MI4,R,R
11,2002,MI4,R,R
12,2002,MI4,D,D
13,2002,MI4,D,D
14,2002,MI4,D,D
15,2002,MI4,D,D
1,2004,MI4,D,X
2,2004,MI4,R,R
3,2004,MI4,R,R
4,2004,MI4,R,R
5,2004,MI4,D,D
6,2004,MI4,R,R
7,2004,MI4,R,X
8,2004,MI4,R,R
9,2004,MI4,R,X
10,2004,MI4,R,R
11,2004,MI4,R,R
12,2004,MI4,D,D
13,2004,MI4,D,D
14,2004,MI4,D,D
15,2004,MI4,D,D
1,2006,MI4,D,X
2,2006,MI4,R,R
3,2006,MI4,R,R
4,2006,MI4,R,R
5,2006,MI4,D,D
6,2006,MI4,R,R
7,2006,MI4,R,X
8,2006,MI4,R,R
9,2006,MI4,R,X
10,2006,MI4,R,R
11,2006,MI4,R,R
12,2006,MI4,D,D
13,2006,MI4,D,D
14,2006,MI4,D,D
15,2006,MI4,D,D
1,2008,MI4,D,X
2,2008,MI4,R,R
3,2008,MI4,R,R
4,2008,MI4,R,R
5,2008,MI4,D,D
6,2008,MI4,R,R
7,2008,MI4,D,X
8,2008,MI4,R,R
9,2008,MI4,D,X
10,2008,MI4,R,R
11,2008,MI4,R,R
12,2008,MI4,D,D
13,2008,MI4,D,D
14,2008,MI4,D,D
15,2008,MI4,D,D
1,2010,MI4,R,X
2,2010,MI4,R,R
3,2010,MI4,R,R
4,2010,MI4,R,R
5,2010,MI4,D,D
6,2010,MI4,R,R
7,2010,MI4,R,X
8,2010,MI4,R,R
9,2010,MI4,D,X
10,2010,MI4,R,R
11,2010,MI4,R,R
12,2010,MI4,D,D
13,2010,MI4,D,D
14,2010,MI4,D,D
15,2010,MI4,D,D
1,2012,MI5,R,R
2,2012,MI5,R,R
3,2012,MI5,R,R
4,2012,MI5,R,R
5,2012,MI5,D,D
6,2012,MI5,R,R
7,2012,MI5,R,R
8,2012,MI5,R,R
9,2012,MI5,D,D
10,2012,MI5,R,R
11,2012,MI5,R,R
12,2012,MI5,D,D
13,2012,MI5,D,D
14,2012,MI5,D,D
1,2014,MI5,R,R
2,2014,MI5,R,R
3,2014,MI5,R,R
4,2014,MI5,R,R
5,2014,MI5,D,D
6,2014,MI5,R,R
7,2014,MI5,R,R
8,2014,MI5,R,R
9,2014,MI5,D,D
10,2014,MI5,R,R
11,2014,MI5,R,R
12,2014,MI5,D,D
13,2014,MI5,D,D
14,2014,MI5,D,D
1,2016,MI5,R,R
2,2016,MI5,R,R
3,2016,MI5,R,R
4,2016,MI5,R,R
5,2016,MI5,D,D
6,2016,MI5,R,R
7,2016,MI5,R,R
8,2016,MI5,R,R
9,2016,MI5,D,D
10,2016,MI5,R,R
11,2016,MI5,R,R
12,2016,MI5,D,D
13,2016,MI5,D,D
14,2016,MI5,D,D
1,1972,MN1,R,R
2,1972,MN1,R,R
3,1972,MN1,R,R
4,1972,MN1,D,D
5,1972,MN1,D,D
6,1972,MN1,R,X
7,1972,MN1,D,X
8,1972,MN1,D,D
1,1974,MN1,R,R
2,1974,MN1,R,R
3,1974,MN1,R,R
4,1974,MN1,D,D
5,1974,MN1,D,D
6,1974,MN1,D,X
7,1974,MN1,D,X
8,1974,MN1,D,D
1,1976,MN1,R,R
2,1976,MN1,R,R
3,1976,MN1,R,R
4,1976,MN1,D,D
5,1976,MN1,D,D
6,1976,MN1,D,X
7,1976,MN1,D,X
8,1976,MN1,D,D
1,1978,MN1,R,R
2,1978,MN1,R,R
3,1978,MN1,R,R
4,1978,MN1,D,D
5,1978,MN1,D,D
6,1978,MN1,D,X
7,1978,MN1,R,X
8,1978,MN1,D,D
1,1980,MN1,R,R
2,1980,MN1,R,R
3,1980,MN1,R,R
4,1980,MN1,D,D
5,1980,MN1,D,D
6,1980,MN1,R,X
7,1980,MN1,R,X
8,1980,MN1,D,D
1,1982,MN2,D,D
2,1982,MN2,R,R
3,1982,MN2,R,R
4,1982,MN2,D,D
5,1982,MN2,D,D
6,1982,MN2,D,D
7,1982,MN2,R,X
8,1982,MN2,D,D
1,1984,MN2,D,D
2,1984,MN2,R,R
3,1984,MN2,R,R
4,1984,MN2,D,D
5,1984,MN2,D,D
6,1984,MN2,D,D
7,1984,MN2,R,X
8,1984,MN2,D,D
1,1986,MN2,D,D
2,1986,MN2,R,R
3,1986,MN2,R,R
4,1986,MN2,D,D
5,1986,MN2,D,D
6,1986,MN2,D,D
7,1986,MN2,R,X
8,1986,MN2,D,D
1,1988,MN2,D,D
2,1988,MN2,R,R
3,1988,MN2,R,R
4,1988,MN2,D,D
5,1988,MN2,D,D
6,1988,MN2,D,D
7,1988,MN2,R,X
8,1988,MN2,D,D
1,1990,MN2,D,D
2,1990,MN2,R,R
3,1990,MN2,R,R
4,1990,MN2,D,D
5,1990,MN2,D,D
6,1990,MN2,D,D
7,1990,MN2,D,X
8,1990,MN2,D,D
1,1992,MN3,D,D
2,1992,MN3,D,D
3,1992,MN3,R,R
4,1992,MN3,D,D
5,1992,MN3,D,D
6,1992,MN3,R,R
7,1992,MN3,D,D
8,1992,MN3,D,D
1,1994,MN3.1,R,R
2,1994,MN3.1,D,X
3,1994,MN3.1,R,R
4,1994,MN3.1,D,D
5,1994,MN3.1,D,D
6,1994,MN3.1,D,D
7,1994,MN3.1,D,D
8,1994,MN3.1,D,D
1,1996,MN3.1,R,R
2,1996,MN3.1,D,X
3,1996,MN3.1,R,R
4,1996,MN3.1,D,D
5,1996,MN3.1,D,D
6,1996,MN3.1,D,D
7,1996,MN3.1,D,D
8,1996,MN3.1,D,D
1,1998,MN3.1,R,R
2,1998,MN3.1,D,X
3,1998,MN3.1,R,R
4,1998,MN3.1,D,D
5,1998,MN3.1,D,D
6,1998,MN3.1,D,D
7,1998,MN3.1,D,D
8,1998,MN3.1,D,D
1,2000,MN3.1,R,R
2,2000,MN3.1,R,X
3,2000,MN3.1,R,R
4,2000,MN3.1,D,D
5,2000,MN3.1,D,D
6,2000,MN3.1,D,D
7,2000,MN3.1,D,D
8,2000,MN3.1,D,D
1,2002,MN4,R,X
2,2002,MN4,R,R
3,2002,MN4,R,R
4,2002,MN4,D,D
5,2002,MN4,D,D
6,2002,MN4,R,R
7,2002,MN4,D,D
8,2002,MN4,D,X
1,2004,MN4,R,X
2,2004,MN4,R,R
3,2004,MN4,R,R
4,2004,MN4,D,D
5,2004,MN4,D,D
6,2004,MN4,R,R
7,2004,MN4,D,D
8,2004,MN4,D,X
1,2006,MN4,D,X
2,2006,MN4,R,R
3,2006,MN4,R,R
4,2006,MN4,D,D
5,2006,MN4,D,D
6,2006,MN4,R,R
7,2006,MN4,D,D
8,2006,MN4,D,X
1,2008,MN4,D,X
2,2008,MN4,R,R
3,2008,MN4,R,R
4,2008,MN4,D,D
5,2008,MN4,D,D
6,2008,MN4,R,R
7,2008,MN4,D,D
8,2008,MN4,D,X
1,2010,MN4,D,X
2,2010,MN4,R,R
3,2010,MN4,R,R
4,2010,MN4,D,D
5,2010,MN4,D,D
6,2010,MN4,R,R
7,2010,MN4,D,D
8,2010,MN4,R,X
1,2012,MN5,D,D
2,2012,MN5,R,R
3,2012,MN5,R,R
4,2012,MN5,D,D
5,2012,MN5,D,D
6,2012,MN5,R,R
7,2012,MN5,D,D
8,2012,MN5,D,D
1,2014,MN5,D,D
2,2014,MN5,R,R
3,2014,MN5,R,R
4,2014,MN5,D,D
5,2014,MN5,D,D
6,2014,MN5,R,R
7,2014,MN5,D,D
8,2014,MN5,D,D
1,2016,MN5,D,D
2,2016,MN5,R,R
3,2016,MN5,R,R
4,2016,MN5,D,D
5,2016,MN5,D,D
6,2016,MN5,R,R
7,2016,MN5,D,D
8,2016,MN5,D,D
1,1972,MO1,D,D
2,1972,MO1,D,D
3,1972,MO1,D,D
4,1972,MO1,D,D
5,1972,MO1,D,D
6,1972,MO1,D,X
7,1972,MO1,R,R
8,1972,MO1,D,X
9,1972,MO1,D,D
10,1972,MO1,D,X
1,1974,MO1,D,D
2,1974,MO1,D,D
3,1974,MO1,D,D
4,1974,MO1,D,D
5,1974,MO1,D,D
6,1974,MO1,D,X
7,1974,MO1,R,R
8,1974,MO1,D,X
9,1974,MO1,D,D
10,1974,MO1,D,X
1,1976,MO1,D,D
2,1976,MO1,D,D
3,1976,MO1,D,D
4,1976,MO1,D,D
5,1976,MO1,D,D
6,1976,MO1,R,X
7,1976,MO1,R,R
8,1976,MO1,D,X
9,1976,MO1,D,D
10,1976,MO1,D,X
1,1978,MO1,D,D
2,1978,MO1,D,D
3,1978,MO1,D,D
4,1978,MO1,D,D
5,1978,MO1,D,D
6,1978,MO1,R,X
7,1978,MO1,R,R
8,1978,MO1,D,X
9,1978,MO1,D,D
10,1978,MO1,D,X
1,1980,MO1,D,D
2,1980,MO1,D,D
3,1980,MO1,D,D
4,1980,MO1,D,D
5,1980,MO1,D,D
6,1980,MO1,R,X
7,1980,MO1,R,R
8,1980,MO1,R,X
9,1980,MO1,D,D
10,1980,MO1,R,X
1,1982,MO2,D,D
2,1982,MO2,D,X
3,1982,MO2,D,D
4,1982,MO2,D,D
5,1982,MO2,D,D
6,1982,MO2,R,R
7,1982,MO2,R,R
8,1982,MO2,R,R
9,1982,MO2,D,D
1,1984,MO2,D,D
2,1984,MO2,D,X
3,1984,MO2,D,D
4,1984,MO2,D,D
5,1984,MO2,D,D
6,1984,MO2,R,R
7,1984,MO2,R,R
8,1984,MO2,R,R
9,1984,MO2,D,D
1,1986,MO2,D,D
2,1986,MO2,R,X
3,1986,MO2,D,D
4,1986,MO2,D,D
5,1986,MO2,D,D
6,1986,MO2,R,R
7,1986,MO2,R,R
8,1986,MO2,R,R
9,1986,MO2,D,D
1,1988,MO2,D,D
2,1988,MO2,R,X
3,1988,MO2,D,D
4,1988,MO2,D,D
5,1988,MO2,D,D
6,1988,MO2,R,R
7,1988,MO2,R,R
8,1988,MO2,R,R
9,1988,MO2,D,D
1,1990,MO2,D,D
2,1990,MO2,D,X
3,1990,MO2,D,D
4,1990,MO2,D,D
5,1990,MO2,D,D
6,1990,MO2,R,R
7,1990,MO2,R,R
8,1990,MO2,R,R
9,1990,MO2,D,D
1,1992,MO3,D,D
2,1992,MO3,R,R
3,1992,MO3,D,D
4,1992,MO3,D,D
5,1992,MO3,D,D
6,1992,MO3,D,X
7,1992,MO3,R,R
8,1992,MO3,R,X
9,1992,MO3,D,X
1,1994,MO3,D,D
2,1994,MO3,R,R
3,1994,MO3,D,D
4,1994,MO3,D,D
5,1994,MO3,D,D
6,1994,MO3,D,X
7,1994,MO3,R,R
8,1994,MO3,R,X
9,1994,MO3,D,X
1,1996,MO3,D,D
2,1996,MO3,R,R
3,1996,MO3,D,D
4,1996,MO3,D,D
5,1996,MO3,D,D
6,1996,MO3,D,X
7,1996,MO3,R,R
8,1996,MO3,D,X
9,1996,MO3,R,X
1,1998,MO3,D,D
2,1998,MO3,R,R
3,1998,MO3,D,D
4,1998,MO3,D,D
5,1998,MO3,D,D
6,1998,MO3,D,X
7,1998,MO3,R,R
8,1998,MO3,R,X
9,1998,MO3,R,X
1,2000,MO3,D,D
2,2000,MO3,R,R
3,2000,MO3,D,D
4,2000,MO3,D,D
5,2000,MO3,D,D
6,2000,MO3,R,X
7,2000,MO3,R,R
8,2000,MO3,R,X
9,2000,MO3,R,X
1,2002,MO4,D,D
2,2002,MO4,R,R
3,2002,MO4,D,D
4,2002,MO4,D,X
5,2002,MO4,D,D
6,2002,MO4,R,R
7,2002,MO4,R,R
8,2002,MO4,R,R
9,2002,MO4,R,R
1,2004,MO4,D,D
2,2004,MO4,R,R
3,2004,MO4,D,D
4,2004,MO4,D,X
5,2004,MO4,D,D
6,2004,MO4,R,R
7,2004,MO4,R,R
8,2004,MO4,R,R
9,2004,MO4,R,R
1,2006,MO4,D,D
2,2006,MO4,R,R
3,2006,MO4,D,D
4,2006,MO4,D,X
5,2006,MO4,D,D
6,2006,MO4,R,R
7,2006,MO4,R,R
8,2006,MO4,R,R
9,2006,MO4,R,R
1,2008,MO4,D,D
2,2008,MO4,R,R
3,2008,MO4,D,D
4,2008,MO4,D,X
5,2008,MO4,D,D
6,2008,MO4,R,R
7,2008,MO4,R,R
8,2008,MO4,R,R
9,2008,MO4,R,R
1,2010,MO4,D,D
2,2010,MO4,R,R
3,2010,MO4,D,D
4,2010,MO4,R,X
5,2010,MO4,D,D
6,2010,MO4,R,R
7,2010,MO4,R,R
8,2010,MO4,R,R
9,2010,MO4,R,R
1,2012,MO5,D,D
2,2012,MO5,R,R
3,2012,MO5,R,R
4,2012,MO5,R,R
5,2012,MO5,D,D
6,2012,MO5,R,R
7,2012,MO5,R,R
8,2012,MO5,R,R
1,2014,MO5,D,D
2,2014,MO5,R,R
3,2014,MO5,R,R
4,2014,MO5,R,R
5,2014,MO5,D,D
6,2014,MO5,R,R
7,2014,MO5,R,R
8,2014,MO5,R,R
1,2016,MO5,D,D
2,2016,MO5,R,R
3,2016,MO5,R,R
4,2016,MO5,R,R
5,2016,MO5,D,D
6,2016,MO5,R,R
7,2016,MO5,R,R
8,2016,MO5,R,R
1,1972,NC1,D,D
2,1972,NC1,D,D
3,1972,NC1,D,D
4,1972,NC1,D,D
5,1972,NC1,R,X
6,1972,NC1,D,X
7,1972,NC1,D,D
8,1972,NC1,R,X
9,1972,NC1,R,R
10,1972,NC1,R,R
11,1972,NC1,D,X
1,1974,NC1,D,D
2,1974,NC1,D,D
3,1974,NC1,D,D
4,1974,NC1,D,D
5,1974,NC1,D,X
6,1974,NC1,D,X
7,1974,NC1,D,D
8,1974,NC1,D,X
9,1974,NC1,R,R
10,1974,NC1,R,R
11,1974,NC1,D,X
1,1976,NC1,D,D
2,1976,NC1,D,D
3,1976,NC1,D,D
4,1976,NC1,D,D
5,1976,NC1,D,X
6,1976,NC1,D,X
7,1976,NC1,D,D
8,1976,NC1,D,X
9,1976,NC1,R,R
10,1976,NC1,R,R
11,1976,NC1,D,X
1,1978,NC1,D,D
2,1978,NC1,D,D
3,1978,NC1,D,D
4,1978,NC1,D,D
5,1978,NC1,D,X
6,1978,NC1,D,X
7,1978,NC1,D,D
8,1978,NC1,D,X
9,1978,NC1,R,R
10,1978,NC1,R,R
11,1978,NC1,D,X
1,1980,NC1,D,D
2,1980,NC1,D,D
3,1980,NC1,D,D
4,1980,NC1,D,D
5,1980,NC1,D,X
6,1980,NC1,R,X
7,1980,NC1,D,D
8,1980,NC1,D,X
9,1980,NC1,R,R
10,1980,NC1,R,R
11,1980,NC1,R,X
1,1982,NC2,D,D
2,1982,NC2,D,D
3,1982,NC2,D,D
4,1982,NC2,D,X
5,1982,NC2,D,D
6,1982,NC2,D,X
7,1982,NC2,D,D
8,1982,NC2,D,D
9,1982,NC2,R,R
10,1982,NC2,R,R
11,1982,NC2,D,X
1,1984,NC2,D,D
2,1984,NC2,D,D
3,1984,NC2,D,D
4,1984,NC2,R,X
5,1984,NC2,D,D
6,1984,NC2,R,X
7,1984,NC2,D,D
8,1984,NC2,D,D
9,1984,NC2,R,R
10,1984,NC2,R,R
11,1984,NC2,R,X
1,1986,NC2,D,D
2,1986,NC2,D,D
3,1986,NC2,D,D
4,1986,NC2,D,X
5,1986,NC2,D,D
6,1986,NC2,R,X
7,1986,NC2,D,D
8,1986,NC2,D,D
9,1986,NC2,R,R
10,1986,NC2,R,R
11,1986,NC2,D,X
1,1988,NC2,D,D
2,1988,NC2,D,D
3,1988,NC2,D,D
4,1988,NC2,D,X
5,1988,NC2,D,D
6,1988,NC2,R,X
7,1988,NC2,D,D
8,1988,NC2,D,D
9,1988,NC2,R,R
10,1988,NC2,R,R
11,1988,NC2,D,X
1,1990,NC2,D,D
2,1990,NC2,D,D
3,1990,NC2,D,D
4,1990,NC2,D,X
5,1990,NC2,D,D
6,1990,NC2,R,X
7,1990,NC2,D,D
8,1990,NC2,D,D
9,1990,NC2,R,R
10,1990,NC2,R,R
11,1990,NC2,R,X
1,1992,NC3,D,D
2,1992,NC3,D,X
3,1992,NC3,D,X
4,1992,NC3,D,X
5,1992,NC3,D,X
6,1992,NC3,R,R
7,1992,NC3,D,D
8,1992,NC3,D,D
9,1992,NC3,R,R
10,1992,NC3,R,R
11,1992,NC3,R,R
12,1992,NC3,D,D
1,1994,NC3,D,D
2,1994,NC3,R,X
3,1994,NC3,R,X
4,1994,NC3,R,X
5,1994,NC3,R,X
6,1994,NC3,R,R
7,1994,NC3,D,D
8,1994,NC3,D,D
9,1994,NC3,R,R
10,1994,NC3,R,R
11,1994,NC3,R,R
12,1994,NC3,D,D
1,1996,NC3,D,D
2,1996,NC3,D,X
3,1996,NC3,R,X
4,1996,NC3,D,X
5,1996,NC3,R,X
6,1996,NC3,R,R
7,1996,NC3,D,D
8,1996,NC3,D,D
9,1996,NC3,R,R
10,1996,NC3,R,R
11,1996,NC3,R,R
12,1996,NC3,D,D
1,1998,NC3.1,D,D
2,1998,NC3.1,D,D
3,1998,NC3.1,R,R
4,1998,NC3.1,D,D
5,1998,NC3.1,R,R
6,1998,NC3.1,R,R
7,1998,NC3.1,D,D
8,1998,NC3.1,R,R
9,1998,NC3.1,R,R
10,1998,NC3.1,R,R
11,1998,NC3.1,R,R
12,1998,NC3.1,D,D
1,2000,NC3.2,D,D
2,2000,NC3.2,D,D
3,2000,NC3.2,R,R
4,2000,NC3.2,D,D
5,2000,NC3.2,R,R
6,2000,NC3.2,R,R
7,2000,NC3.2,D,D
8,2000,NC3.2,R,R
9,2000,NC3.2,R,R
10,2000,NC3.2,R,R
11,2000,NC3.2,R,R
12,2000,NC3.2,D,D
1,2002,NC4,D,D
2,2002,NC4,D,X
3,2002,NC4,R,R
4,2002,NC4,D,D
5,2002,NC4,R,R
