shape_id,county_name,precinct_id,sen_red,sen_blue,con_districts,con_contested,con_red_votes,con_blue_votes,sldu_districts,sldu_contested,sldu_red_votes,sldu_blue_votes,sldl_districts,sldl_contested,sldl_red_votes,sldl_blue_votes,population,white_pop,black_pop,asian_pop,hispanic_pop,other_pop,median_age,median_income,education_pop,school_pop,diploma_pop,college_pop,graduate_pop,area_km2,con_imputed,sldu_imputed,sldl_imputed
1267,ROWAN,29,396,110,5,Yes,408,129,34,Yes,410,119,77,No,407,119,1476,1198,84,0,164,30,43,42774,1018,134,446,397,41,57,No,No,Yes
1265,ROWAN,30,456,279,12,Yes,1009,520,34,Yes,505,261,77,No,507,322,7268,4941,920,73,1223,110,36,43270,4699,931,2006,1551,212,35,No,No,Yes
1270,ROWAN,31,487,232,8,Yes,567,175,34,Yes,531,203,76,No,481,248,2356,1855,430,0,49,22,46,44836,1674,374,583,583,134,35,No,No,Yes
1256,ROWAN,32,507,233,5,Yes,532,241,34,Yes,552,214,77,No,509,241,1929,1544,300,8,45,33,42,45325,1307,175,447,648,37,64,No,No,Yes
1260,ROWAN,33,605,107,8,Yes,675,84,25,Yes,610,112,76,No,620,123,5565,4161,389,90,726,199,38,47057,3801,856,1474,1281,191,26,No,No,Yes
1268,ROWAN,34,395,577,12,Yes,953,1008,34,Yes,440,538,77,No,408,628,4130,2286,1329,57,425,33,39,34383,2897,423,986,1232,256,8,No,No,Yes
1289,ROWAN,35,163,383,12,Yes,369,714,34,Yes,177,377,76,No,167,412,1867,917,770,27,126,27,39,28540,1323,206,454,546,116,2,No,No,Yes
1280,ROWAN,36,352,724,12,Yes,821,1375,34,Yes,398,693,76,No,366,780,3498,1786,1426,49,170,66,39,38656,2425,434,912,904,175,9,No,No,Yes
1285,ROWAN,38,321,817,12,Yes,778,1535,34,Yes,358,792,76,No,332,894,2380,1192,981,27,102,79,42,32261,1700,300,673,615,112,6,No,No,Yes
1287,ROWAN,39,427,428,5,Yes,476,388,34,Yes,466,391,77,No,424,430,1909,1203,503,63,65,74,45,48735,1292,160,380,599,153,5,No,No,Yes
1290,ROWAN,40,569,644,5,Yes,639,578,34,Yes,604,602,77,No,545,654,3335,1598,1339,75,168,156,41,37457,2174,337,673,965,199,5,No,No,Yes
2211,ROWAN,41,543,614,5,Yes,634,556,34,Yes,623,563,77,No,535,627,2190,1295,637,28,203,26,43,41303,1553,219,489,741,104,6,No,No,Yes
1286,ROWAN,42,4,444,12,Yes,27,854,34,Yes,11,426,77,No,1,435,2459,359,1726,1,217,155,23,22658,1072,292,362,396,22,3,No,No,Yes
1321,ROWAN,44,724,179,12,Yes,1553,315,34,Yes,772,162,77,No,800,217,3176,2915,0,0,245,16,40,42076,2090,376,970,696,48,28,No,No,Yes
1323,ROWAN,45,241,300,5,Yes,276,286,34,Yes,265,289,77,No,241,301,2345,1573,574,66,80,53,42,49355,1638,136,602,789,111,20,No,No,Yes
2214,RUTHERFORD,03A,726,199,10,Yes,811,177,47,No,719,239,112,Yes,633,350,2713,2229,317,19,89,59,45,34661,1950,328,731,742,149,85,No,Yes,No
2221,RUTHERFORD,04A,610,293,10,Yes,689,261,47,No,606,339,112,Yes,596,355,2895,2758,56,22,31,28,44,35821,2095,367,886,687,155,172,No,Yes,No
2217,RUTHERFORD,05A,569,302,10,Yes,652,282,47,No,567,345,112,Yes,523,417,4658,3951,337,16,256,98,42,38511,3175,723,1379,966,107,60,No,Yes,No
885,RUTHERFORD,06A,626,412,10,Yes,688,373,47,No,631,437,112,Yes,649,411,2538,2371,79,35,5,49,59,50163,2139,216,583,1063,278,167,No,Yes,No
2219,RUTHERFORD,09A,931,369,10,Yes,1039,336,47,No,931,431,112,Yes,856,534,4869,4596,44,16,192,21,46,42050,3603,657,1591,1201,154,119,No,Yes,No
2213,RUTHERFORD,10A,403,117,10,Yes,431,105,47,No,406,144,112,Yes,405,132,3161,3050,42,33,36,0,46,35471,2330,392,955,817,165,222,No,Yes,No
2215,RUTHERFORD,11,1473,635,10,Yes,1658,568,47,No,1468,739,112,Yes,1288,953,9530,8601,487,28,190,225,40,35061,6326,1172,2513,2358,283,136,No,Yes,No
886,RUTHERFORD,13,747,815,10,Yes,877,731,47,No,731,879,112,Yes,685,944,5232,3573,1121,8,447,83,38,29957,3398,753,1221,1212,212,29,No,Yes,No
888,RUTHERFORD,14,479,424,10,Yes,581,373,47,No,466,461,112,Yes,427,535,4292,2720,1050,4,465,53,37,27040,2662,643,923,935,160,20,No,Yes,No
2220,RUTHERFORD,16A,760,310,10,Yes,808,311,47,No,758,363,112,Yes,706,411,3822,3543,126,9,40,104,41,36464,2681,504,1192,775,209,145,No,Yes,No
890,RUTHERFORD,18,578,344,10,Yes,631,330,47,No,576,387,112,Yes,567,393,3760,3380,192,16,73,100,43,37237,2720,495,1132,899,194,115,No,Yes,No
2216,RUTHERFORD,19,427,232,10,Yes,492,200,47,No,423,263,112,Yes,404,288,2980,2536,287,21,111,25,44,39917,2112,401,937,699,75,46,No,Yes,No
883,RUTHERFORD,27,990,658,10,Yes,1156,560,47,No,981,721,112,Yes,969,754,3382,2729,379,7,180,87,49,38513,2680,457,897,1197,129,26,No,Yes,No
884,RUTHERFORD,28,426,210,10,Yes,465,199,47,No,421,233,112,Yes,422,248,3260,2452,576,0,154,78,46,35941,2515,466,885,1052,111,20,No,Yes,No
2218,RUTHERFORD,29,483,274,10,Yes,566,218,47,No,476,310,112,Yes,418,365,2872,2372,269,0,198,34,38,35665,1901,430,751,622,98,21,No,Yes,No
887,RUTHERFORD,30,629,596,10,Yes,749,539,47,No,612,645,112,Yes,650,637,4174,2750,1218,11,122,73,40,31184,3023,645,1215,1049,114,23,No,Yes,No
889,RUTHERFORD,34,449,175,10,Yes,489,160,47,No,449,205,112,Yes,431,222,2721,2457,107,152,3,1,47,40039,2012,295,883,716,118,56,No,Yes,No
2333,SAMPSON,AUTR,334,91,7,Yes,334,82,10,Yes,351,91,22,Yes,328,101,2658,1792,399,0,363,104,40,43740,1849,457,766,557,68,86,No,No,No
1241,SAMPSON,CLCE,28,203,7,Yes,37,189,10,Yes,42,191,21022,"No,Yes",28,204,332,156,118,5,40,13,42,31653,228,49,90,75,13,3,No,No,Yes
1234,SAMPSON,CLEA,246,414,7,Yes,253,402,10,Yes,281,394,21022,"No,Yes",235,401,6472,2892,2168,62,1214,136,38,35809,4282,864,1489,1701,229,88,No,No,Yes
1254,SAMPSON,CLEM,377,134,7,Yes,383,123,10,Yes,377,147,22,Yes,371,143,2739,1762,368,0,527,82,38,50561,1896,471,788,549,89,92,No,No,No
1243,SAMPSON,CLNE,302,178,7,Yes,317,166,10,Yes,354,165,21022,"No,Yes",293,190,686,324,244,10,90,19,40,33542,465,92,176,171,27,7,No,No,Yes
1245,SAMPSON,CLSW,179,136,7,Yes,186,127,10,Yes,215,126,21022,"No,Yes",171,136,2032,746,564,4,635,82,36,36168,1292,357,412,459,64,37,No,No,Yes
1246,SAMPSON,CLWE,322,163,7,Yes,344,138,10,Yes,367,131,21022,"No,Yes",309,176,3233,1491,1079,22,494,147,40,32155,2173,532,852,698,90,67,No,No,Yes
1240,SAMPSON,GARL,144,174,7,Yes,145,169,10,Yes,159,164,22,Yes,135,180,1820,808,617,0,325,70,35,31501,1150,284,498,342,26,146,No,No,No
1252,SAMPSON,GIDD,150,193,7,Yes,169,181,10,Yes,169,189,21022,"No,Yes",149,199,2718,1263,765,4,649,38,41,37020,1866,526,756,556,29,158,No,No,Yes
1248,SAMPSON,HARR,186,405,7,Yes,187,396,10,Yes,195,387,21,No,183,407,2936,1017,1019,0,730,170,44,30450,1991,701,707,531,52,299,No,No,Yes
1255,SAMPSON,HERR,287,44,7,Yes,290,36,10,Yes,281,52,22,Yes,282,45,1835,1021,468,6,249,92,40,35432,1230,322,478,405,24,67,No,No,No
1249,SAMPSON,INGO,144,126,7,Yes,144,121,10,Yes,157,119,21022,"No,Yes",138,128,2552,954,844,1,627,127,40,31895,1679,525,614,490,50,203,No,No,Yes
1247,SAMPSON,KEEN,274,97,7,Yes,283,84,10,Yes,309,86,22,Yes,268,120,2794,1303,887,19,529,56,41,35036,1920,480,772,606,61,111,No,No,No
1242,SAMPSON,KFRK,286,231,7,Yes,305,222,10,Yes,342,202,22,Yes,304,220,3750,1979,1163,47,402,160,42,33339,2566,583,1022,848,113,80,No,No,No
1239,SAMPSON,LAKE,210,435,7,Yes,211,421,10,Yes,240,416,22,Yes,189,454,3682,2064,1061,0,368,189,40,31679,2486,631,1053,753,48,158,No,No,No
1253,SAMPSON,MING,674,187,7,Yes,696,178,10,Yes,716,184,22,Yes,683,203,4594,3150,646,9,632,157,37,43688,2944,537,1413,890,104,127,No,No,No
1251,SAMPSON,NGRV,284,140,7,Yes,282,135,10,Yes,307,132,22,Yes,283,141,2576,1573,346,20,547,90,40,42863,1697,445,568,641,44,118,No,No,No
1244,SAMPSON,PLVW,789,139,7,Yes,828,123,10,Yes,836,131,22,Yes,800,145,3619,2523,506,14,442,134,37,40520,2251,370,1092,725,64,99,No,No,No
1235,SAMPSON,ROSE,200,83,7,Yes,213,80,10,Yes,218,92,22,Yes,207,88,2404,1715,426,0,137,126,42,33663,1680,413,693,536,38,76,No,No,No
1250,SAMPSON,ROWA,287,173,7,Yes,293,171,10,Yes,316,164,21022,"No,Yes",273,174,3971,1437,1144,6,1211,173,37,35281,2551,742,826,868,116,128,No,No,Yes
1237,SAMPSON,SBRG,245,95,7,Yes,251,92,10,Yes,267,97,22,Yes,235,119,1629,862,532,0,143,92,40,30666,1111,291,474,329,18,52,No,No,No
1236,SAMPSON,TURK,174,222,7,Yes,173,217,10,Yes,207,198,21022,"No,Yes",173,227,2164,987,631,2,516,28,41,36578,1487,420,607,438,22,125,No,No,Yes
1238,SAMPSON,WBRK,326,112,7,Yes,341,108,10,Yes,363,92,22,Yes,323,125,2670,1655,333,22,562,98,40,43227,1755,458,578,672,46,120,No,No,No
1942,SCOTLAND,01,195,1044,8,Yes,233,997,25,Yes,163,1069,48066,No,171,1061,2220,478,1392,15,54,282,39,17855,1426,431,559,386,50,11,No,No,Yes
1939,SCOTLAND,02,142,694,8,Yes,173,657,25,Yes,130,691,48066,No,130,698,3167,1067,1664,11,78,347,35,25534,1878,470,837,514,58,24,No,No,Yes
1934,SCOTLAND,03,734,726,8,Yes,879,590,25,Yes,622,839,48066,No,698,766,5037,2575,1853,102,141,367,39,30061,3345,443,1310,1191,401,21,No,No,Yes
1935,SCOTLAND,04,981,881,8,Yes,1102,740,25,Yes,847,1004,48066,No,958,909,4960,2846,1343,73,174,523,43,39591,3332,502,1103,1423,304,27,No,No,Yes
1940,SCOTLAND,05,390,198,8,Yes,424,170,25,Yes,365,234,48,No,379,207,2579,1090,761,16,105,606,37,48417,1926,537,780,547,62,82,No,No,Yes
1941,SCOTLAND,06,104,147,8,Yes,122,132,25,Yes,92,159,48,No,98,146,2343,920,879,12,82,448,36,40462,1625,439,677,456,52,55,No,No,Yes
1937,SCOTLAND,07,468,933,8,Yes,516,871,25,Yes,429,951,48,No,452,947,3080,1347,1264,11,89,369,37,31854,1989,381,768,752,89,183,No,No,Yes
1933,SCOTLAND,08,333,221,8,Yes,371,190,25,Yes,288,275,48066,No,296,226,6029,2168,2936,25,163,737,37,26903,3884,895,1505,1329,155,253,No,No,Yes
1936,SCOTLAND,09,394,371,8,Yes,454,318,25,Yes,344,426,48066,No,386,393,2805,1538,748,5,35,480,40,31236,1862,406,764,608,84,78,No,No,Yes
1938,SCOTLAND,10,412,414,8,Yes,431,385,25,Yes,393,428,48066,No,409,434,3738,2090,942,6,40,660,40,31196,2488,550,1026,800,113,93,No,No,Yes
2549,STANLY,0002,121,61,8,Yes,154,57,25,Yes,110,88,67,Yes,124,91,1325,874,299,38,66,47,41,27657,905,194,361,304,46,6,No,No,No
2555,STANLY,0003,309,228,8,Yes,376,184,25,Yes,271,284,67,Yes,239,331,2418,1435,751,32,126,75,40,24894,1596,298,655,553,90,4,No,No,No
2560,STANLY,0007,301,197,8,Yes,355,160,25,Yes,277,238,67,Yes,257,273,1560,1145,261,52,60,41,43,34631,1081,193,427,392,70,9,No,No,No
2558,STANLY,0008,22,390,8,Yes,28,386,25,Yes,18,385,67,Yes,26,379,2086,1207,681,20,111,67,39,23918,1370,257,566,474,74,4,No,No,No
2554,STANLY,0010,197,101,8,Yes,237,83,25,Yes,194,128,67,Yes,159,177,1025,784,158,23,32,29,38,36407,692,127,272,252,41,7,No,No,No
2556,STANLY,0011,246,105,8,Yes,285,91,25,Yes,244,122,67,Yes,204,184,1670,1446,49,97,50,28,45,42038,1191,207,445,441,98,10,No,No,No
2551,STANLY,0012,167,47,8,Yes,192,27,25,Yes,165,57,67,Yes,141,84,3092,2365,313,156,140,118,44,32856,2205,523,845,726,112,23,No,No,No
2559,STANLY,0013,328,78,8,Yes,368,60,25,Yes,320,100,67,Yes,270,169,3290,2839,248,53,57,94,40,41332,2279,382,891,892,114,60,No,No,No
2550,STANLY,0014,243,87,8,Yes,283,69,25,Yes,241,103,67,Yes,235,120,2039,1546,313,39,41,101,43,43967,1515,255,642,580,38,44,No,No,No
1999,STANLY,0015,229,168,8,Yes,279,148,25,Yes,215,200,67,Yes,192,236,2473,1731,476,65,60,141,43,44732,1868,329,810,690,39,44,No,No,No
2557,STANLY,0016,180,111,8,Yes,202,103,25,Yes,166,135,67,Yes,147,165,2868,2275,392,83,47,72,43,43333,2033,343,840,724,126,44,No,No,No
2561,STANLY,0017,373,124,8,Yes,423,113,25,Yes,367,161,67,Yes,312,232,2378,1826,459,25,13,55,42,43839,1653,271,718,567,97,50,No,No,No
2001,STANLY,0018,241,122,8,Yes,277,102,25,Yes,241,125,67,Yes,217,165,1485,1211,118,116,35,6,41,41611,960,145,420,327,69,43,No,No,No
2000,STANLY,0019,394,97,8,Yes,445,76,25,Yes,389,124,67,Yes,372,161,2858,2329,227,223,67,11,41,41614,1846,278,807,629,132,83,No,No,No
2002,STANLY,0020,522,99,8,Yes,584,85,25,Yes,511,126,67,Yes,487,183,3127,2927,9,2,179,9,40,40938,2039,361,927,681,69,83,No,No,No
1974,STANLY,0021,354,55,8,Yes,391,34,25,Yes,333,79,67,Yes,295,136,2314,2087,73,22,108,24,39,40898,1529,275,661,528,66,48,No,No,No
2552,STANLY,0022,468,169,8,Yes,519,140,25,Yes,469,188,67,Yes,439,229,2529,2205,124,25,168,8,41,47270,1688,304,681,641,61,48,No,No,No
2553,STANLY,0023,650,121,8,Yes,722,96,25,Yes,636,166,67,Yes,615,204,4390,3871,184,42,263,30,41,48118,2948,503,1234,1099,113,79,No,No,No
2003,STANLY,0024,539,95,8,Yes,594,62,25,Yes,526,108,67,Yes,543,116,3471,3199,47,34,107,83,42,52655,2403,308,1152,829,114,48,No,No,No
1997,STANLY,0025,674,135,8,Yes,748,107,25,Yes,660,174,67,Yes,698,164,5101,4622,5,2,418,54,41,50717,3261,673,1316,1177,95,83,No,No,No
1973,STANLY,0026,370,141,8,Yes,429,118,25,Yes,340,190,67,Yes,331,226,3184,2894,165,0,28,98,43,41967,2260,334,898,948,80,99,No,No,No
1975,STANLY,0027,456,215,8,Yes,538,170,25,Yes,451,241,67,Yes,403,314,2616,2072,399,0,68,77,46,37697,1921,274,892,630,125,48,No,No,No
1998,STANLY,0028,182,158,8,Yes,212,139,25,Yes,174,175,67,Yes,160,199,3265,2560,520,0,88,96,46,37413,2404,342,1126,774,161,58,No,No,No
472,STOKES,01,177,63,6,Yes,210,67,30,Yes,198,66,91,No,192,72,1681,1555,24,3,72,27,46,44211,1256,270,560,389,38,81,No,No,Yes
473,STOKES,02,411,190,6,Yes,432,197,30,Yes,416,192,91,No,437,211,3112,2783,130,0,194,6,46,41286,2346,652,1134,502,59,144,No,No,Yes
469,STOKES,03,393,89,6,Yes,416,95,30,Yes,390,88,91,No,411,100,2027,1867,16,6,90,47,47,45162,1529,322,652,514,41,109,No,No,Yes
477,STOKES,04,419,99,6,Yes,456,106,30,Yes,447,103,91,No,455,114,4699,4441,97,1,81,79,43,47429,3306,521,1428,1244,113,28,No,No,Yes
478,STOKES,05,176,86,6,Yes,187,96,30,Yes,186,87,91,No,190,97,1680,1593,46,17,5,19,46,31793,1249,223,539,419,68,84,No,No,Yes
476,STOKES,06,189,61,6,Yes,198,61,30,Yes,189,62,91,No,195,69,921,872,25,9,3,10,45,31795,684,122,295,230,37,46,No,No,Yes
471,STOKES,07,136,68,6,Yes,148,72,30,Yes,145,70,91,No,143,75,947,897,26,10,3,11,45,31793,704,126,303,236,38,47,No,No,Yes
475,STOKES,08,309,91,6,Yes,324,103,30,Yes,323,98,91,No,320,102,1373,1296,34,13,11,18,46,33442,1022,186,440,343,52,69,No,No,Yes
2229,STOKES,09,461,172,6,Yes,493,194,30,Yes,495,182,91,No,487,190,3268,3195,6,11,40,17,43,34840,2321,499,935,808,80,65,No,No,Yes
468,STOKES,10,642,199,6,Yes,691,196,30,Yes,667,203,91,No,669,216,3761,3543,83,0,64,70,43,49884,2676,395,1158,1029,94,18,No,No,Yes
470,STOKES,11,634,195,6,Yes,688,189,30,Yes,669,187,91,No,667,219,4373,4119,100,0,90,65,43,42775,2912,510,1286,1027,89,20,No,No,Yes
467,STOKES,12,441,120,6,Yes,477,131,30,Yes,462,129,91,No,465,136,2917,2774,5,6,111,22,41,37885,2009,370,866,702,72,55,No,No,Yes
474,STOKES,13,399,90,6,Yes,421,101,30,Yes,412,98,91,No,422,103,2491,2275,2,0,193,21,38,41153,1605,208,764,571,62,28,No,No,Yes
480,STOKES,14,484,168,6,Yes,525,185,30,Yes,500,195,91,No,514,186,3139,3055,26,0,37,21,43,43890,2235,344,1064,719,107,88,No,No,Yes
485,STOKES,15,368,93,6,Yes,391,102,30,Yes,373,110,91,No,386,104,1832,1787,16,0,19,10,43,43823,1300,196,623,418,64,49,No,No,Yes
484,STOKES,16,232,165,6,Yes,252,170,30,Yes,243,177,91,No,239,183,1811,1329,366,22,41,53,48,32141,1376,298,692,369,18,34,No,No,Yes
483,STOKES,17,298,138,6,Yes,327,148,30,Yes,312,144,91,No,305,157,1784,1309,360,22,41,52,48,32154,1356,294,681,363,18,34,No,No,Yes
482,STOKES,18,57,118,6,Yes,69,111,30,Yes,64,115,91,No,63,137,2181,1600,441,27,50,64,48,32145,1657,359,833,444,22,41,No,No,Yes
481,STOKES,19,236,107,6,Yes,253,114,30,Yes,248,110,91,No,244,116,909,812,38,0,56,2,47,41251,685,190,331,147,17,42,No,No,Yes
479,STOKES,20,314,120,6,Yes,347,116,30,Yes,330,120,91,No,328,134,1730,1547,72,0,108,3,46,41283,1304,362,630,279,33,80,No,No,Yes
2564,SURRY,01,553,183,6,Yes,563,201,30,Yes,544,196,90,Yes,524,240,3827,3430,35,0,285,77,44,33276,2850,774,1196,768,111,179,No,No,No
1147,SURRY,02,113,125,6,Yes,135,118,30,Yes,122,112,90,Yes,131,122,241,184,8,2,45,3,39,40203,154,26,57,56,14,4,No,No,No
2571,SURRY,03,549,287,6,Yes,578,331,30,Yes,570,304,90,Yes,583,322,4668,3898,81,16,630,42,38,37003,3070,584,1173,1096,217,98,No,No,No
2566,SURRY,04,525,300,6,Yes,549,326,30,Yes,530,311,90,Yes,563,306,3755,2745,90,15,865,40,38,36581,2385,546,916,766,157,75,No,No,No
2222,SURRY,05,734,152,6,Yes,750,164,30,Yes,738,142,90,Yes,768,152,3419,3094,18,11,286,10,44,36028,2348,517,1000,680,151,79,No,No,No
1134,SURRY,06,290,293,6,Yes,312,298,30,Yes,314,279,90,Yes,283,320,1345,991,88,6,223,36,44,39063,939,214,331,331,63,7,No,No,No
1136,SURRY,07,272,217,6,Yes,276,229,30,Yes,299,194,90,Yes,252,249,1549,1152,99,9,247,41,45,39657,1083,240,385,385,73,9,No,No,No
2565,SURRY,08,477,209,6,Yes,496,225,30,Yes,498,193,90,Yes,439,273,3170,2576,149,68,315,62,46,45067,2244,373,864,851,155,51,No,No,No
2223,SURRY,09,328,138,6,Yes,358,134,30,Yes,345,127,90,Yes,337,156,2080,1912,24,0,97,48,45,30175,1540,534,572,393,41,108,No,No,No
2225,SURRY,10,343,75,6,Yes,343,97,30,Yes,344,85,90,Yes,335,100,1507,1308,1,0,166,31,43,38023,1053,214,452,352,35,31,No,No,No
2226,SURRY,11,300,166,6,Yes,320,168,30,Yes,314,160,90,Yes,312,174,2704,1563,54,0,1052,35,37,30778,1652,605,678,340,29,63,No,No,No
1133,SURRY,12,388,289,6,Yes,426,283,30,Yes,401,275,90,Yes,434,280,4204,3089,379,6,678,50,38,27059,2652,792,900,792,168,8,No,No,No
1148,SURRY,13,281,256,6,Yes,314,228,30,Yes,309,213,90,Yes,343,197,1682,1346,156,13,151,16,46,37570,1233,224,372,524,113,4,No,No,No
1138,SURRY,14,458,278,6,Yes,475,271,30,Yes,491,239,90,Yes,509,240,2728,2273,220,49,131,56,51,43378,2013,433,625,756,199,20,No,No,No
2568,SURRY,15,375,196,6,Yes,397,181,30,Yes,380,189,90,Yes,382,196,3222,2888,110,47,109,67,40,31279,2094,706,636,734,19,34,No,No,No
2569,SURRY,16,369,125,6,Yes,393,125,30,Yes,373,128,90,Yes,399,127,1655,1492,17,0,145,1,41,39252,1097,179,467,411,40,15,No,No,No
2224,SURRY,17,290,110,6,Yes,307,119,30,Yes,308,101,90,Yes,322,108,2653,2251,96,0,285,21,43,37251,1886,338,796,667,86,28,No,No,No
2572,SURRY,18,545,225,6,Yes,607,216,30,Yes,584,213,90,Yes,625,203,2674,2212,173,21,238,30,48,33389,2044,453,809,684,97,26,No,No,No
2563,SURRY,19,512,268,6,Yes,537,262,30,Yes,532,253,90,Yes,542,263,2872,2580,136,31,121,4,47,35459,2082,553,749,705,76,15,No,No,No
1137,SURRY,20,228,164,6,Yes,255,157,30,Yes,252,145,90,Yes,251,151,320,294,11,1,10,3,41,38000,212,33,74,92,13,5,No,No,No
2228,SURRY,21,585,249,6,Yes,616,259,30,Yes,625,237,90,Yes,648,216,3494,3194,105,11,145,40,41,38002,2339,385,843,979,133,54,No,No,No
2231,SURRY,22,351,164,6,Yes,367,185,30,Yes,352,179,90,Yes,363,181,1776,1614,12,43,71,36,44,43747,1312,268,600,393,51,70,No,No,No
2227,SURRY,23,402,146,6,Yes,399,174,30,Yes,404,152,90,Yes,390,179,2454,2308,81,2,57,6,46,54704,1797,273,698,751,75,74,No,No,No
2232,SURRY,24,267,82,6,Yes,279,97,30,Yes,276,88,90,Yes,280,97,1320,1200,9,32,53,27,44,43765,975,199,446,292,38,52,No,No,No
2562,SURRY,25,429,197,6,Yes,449,214,30,Yes,427,206,90,Yes,458,199,2141,1984,39,0,87,31,44,32756,1534,436,626,437,36,81,No,No,No
2573,SURRY,26,641,247,6,Yes,678,253,30,Yes,652,236,90,Yes,659,261,4258,3934,125,0,183,16,44,36816,2942,610,1297,964,70,69,No,No,No
2567,SURRY,27,405,152,6,Yes,433,153,30,Yes,416,157,90,Yes,432,157,3104,2626,137,6,288,47,42,33269,2233,660,944,551,78,70,No,No,No
2570,SURRY,28,335,119,6,Yes,352,116,30,Yes,341,110,90,Yes,372,93,2257,1963,2,0,247,45,43,38076,1574,317,675,529,53,45,No,No,No
1135,SURRY,33,343,230,6,Yes,356,230,30,Yes,364,213,90,Yes,366,221,1987,1647,167,24,135,14,48,35182,1478,313,470,586,109,6,No,No,No
1891,SWAIN,ALARKA,233,205,11,Yes,281,213,50,Yes,253,239,119,Yes,272,219,1071,863,0,3,27,179,50,37837,864,210,331,283,40,68,No,No,No
1890,SWAIN,ALMOND,359,259,11,Yes,390,251,50,Yes,367,279,119,Yes,379,271,2939,2701,2,42,18,175,48,43924,2225,387,869,842,127,554,No,No,No
1888,SWAIN,BC1,546,477,11,Yes,627,468,50,Yes,568,528,119,Yes,602,521,1238,1110,1,15,12,101,48,42702,950,179,369,349,52,168,No,No,No
1889,SWAIN,BC2,513,526,11,Yes,561,540,50,Yes,495,610,119,Yes,552,574,3133,2604,148,5,40,336,41,33922,2170,460,810,776,124,172,No,No,No
1887,SWAIN,WHCH,394,497,11,Yes,470,483,50,Yes,416,537,119,Yes,425,527,5787,1793,65,11,245,3673,33,29132,3635,676,1339,1448,171,405,No,No,No
1588,TRANSYLVANIA,B1,382,531,11,Yes,433,521,48,Yes,420,529,113,Yes,456,503,1648,1512,43,17,13,64,49,43266,1224,168,412,478,167,7,No,No,No
1584,TRANSYLVANIA,B2,266,425,11,Yes,307,427,48,Yes,280,448,113,Yes,317,420,741,534,90,3,38,77,44,39391,504,57,146,241,60,11,No,No,No
1583,TRANSYLVANIA,B3,472,495,11,Yes,527,465,48,Yes,491,492,113,Yes,535,465,1326,1022,128,8,52,115,45,40396,923,111,279,418,114,16,No,No,No
1586,TRANSYLVANIA,B4,290,461,11,Yes,344,434,48,Yes,328,451,113,Yes,339,448,1594,1463,41,16,12,62,49,43269,1184,162,398,462,161,6,No,No,No
1579,TRANSYLVANIA,BD,694,501,11,Yes,798,488,48,Yes,730,552,113,Yes,801,475,3824,3208,257,44,251,64,39,39811,2503,348,846,1177,132,124,No,No,No
1582,TRANSYLVANIA,CC,712,447,11,Yes,800,430,48,Yes,740,480,113,Yes,841,392,4931,4294,232,35,114,255,46,43040,3554,491,1193,1445,425,76,No,No,No
1590,TRANSYLVANIA,CM,215,191,11,Yes,236,185,48,Yes,228,189,113,Yes,241,182,1585,1527,12,2,32,11,62,51000,1359,89,357,650,263,62,No,No,No
1589,TRANSYLVANIA,DR,699,650,11,Yes,757,621,48,Yes,738,649,113,Yes,776,614,1257,1208,10,2,26,11,60,50887,1064,74,291,500,200,48,No,No,No
1591,TRANSYLVANIA,EF,281,234,11,Yes,320,220,48,Yes,296,242,113,Yes,331,209,1446,1387,10,2,33,13,58,50362,1197,101,343,548,205,61,No,No,No
1585,TRANSYLVANIA,LR,528,294,11,Yes,579,277,48,Yes,554,306,113,Yes,591,265,2536,2388,40,1,68,40,58,53847,2046,92,736,846,372,44,No,No,No
1580,TRANSYLVANIA,PF,341,234,11,Yes,378,235,48,Yes,359,251,113,Yes,390,221,5019,4185,331,30,217,257,44,42678,3502,448,1171,1525,358,123,No,No,No
1581,TRANSYLVANIA,RE,649,246,11,Yes,724,219,48,Yes,657,274,113,Yes,765,197,1400,1320,9,2,43,27,44,46800,1020,170,406,374,71,80,No,No,No
2694,TRANSYLVANIA,TC1,315,87,11,Yes,331,86,48,Yes,310,102,113,Yes,339,78,2573,2425,16,4,80,49,44,46898,1870,313,744,684,129,147,No,No,No
2693,TRANSYLVANIA,TC7,551,248,11,Yes,609,230,48,Yes,582,254,113,Yes,637,202,1861,1768,9,3,9,71,57,39193,1644,167,626,656,194,157,No,No,No
1587,TRANSYLVANIA,WC,550,435,11,Yes,605,395,48,Yes,566,439,113,Yes,614,398,1192,1120,19,0,33,20,58,54080,957,41,352,390,173,19,No,No,No
1390,TYRRELL,1,8,83,3,Yes,34,61,3,No,6,84,1,Yes,7,84,1439,810,436,41,139,13,44,32457,1084,328,446,265,45,350,No,Yes,No
1389,TYRRELL,14,12,5,3,Yes,21,1,3,No,11,5,1,Yes,8,9,293,165,89,8,28,3,44,32399,221,67,91,54,9,71,No,Yes,No
1394,TYRRELL,15,66,83,3,Yes,92,61,3,No,63,90,1,Yes,63,85,186,105,57,5,18,2,44,32365,140,43,58,34,6,45,No,Yes,No
2406,TYRRELL,16,7,0,3,Yes,6,2,3,No,6,0,1,Yes,5,3,275,154,84,8,27,2,44,32364,207,63,85,50,8,67,No,Yes,No
2405,TYRRELL,2,185,161,3,Yes,253,113,3,No,178,177,1,Yes,196,151,878,493,267,25,85,8,44,32361,661,201,272,161,27,214,No,Yes,No
